TroubleTicketing_4-Feb-2026_12-43-47 Ticket Id,Site Id,Site Name,Dependent Sites,Site Class,Site Class Code,Anchor Opco Site id,Power Model,Region,District,Power Vendor,Site Area Type,Vendor,Operator Parameter,Operator Exempted,Alarm Description,Equipment,Alarm Start Date Time,Alarm End Date Time,Problem Start Date,Problem End Date,Ticket Log Date,Logged By,Operator,Ticket Closure Date,Assigned To,Ticket Hierarchy,Digitally Dispatch,Contact No.,Assigned Date,Closed By,Total Duration,Duration,Operator SLA,Vendor SLA,SLA Remaining Time Operator,SLA Remaining Time Vendor,Alarm Status,Ticket Treatment,Ticket Status,Severity,Current Level,ETA (Mins.),ETA Time,ETR (Mins.),ETR Time,RCA Category,RCA Sub Category,RCA,Ref Ticket ID,Remarks,Alarm Detail,Problem Description,Ticket Type,Ticket Mode,Total Effected Duration,Effected Sites,Battery Discharge Start Date Time,Spare Parts,Battery Backup Duration,DG Night Time Restriction (HH:MM),Site Latitude,Site Longitude,User Lat,User Long,Distance (Kms.),DG Meter Reading,Grid Meter Reading,Fuel Level,Action Taken,Service Type,Parent Ticket Id,Refer Count,Hub Site Id,Child Ticket Count,PR No,Abstract,Service Impacted,Service Impact Start,Services Affected,Initial Analysis,X-References,TwoG Node,ThreeG Node,LTE,IP Site,Originator Id,Originator Group,Last Referred Group,Reffered to Group,RTTS Clear Group,Action,Status Reason,RTTS Opr Site Id,Fault Area,Fault Area Detail,Resolution Method,Node,Network,Site Location,Solution Details,Restoration Approval Time,Restoration Time,Approval Time,Approval Resolve Time,NET Resolution Time,Severity Change Time,Generator Asset Id,Priority,Delay Reason,TT Response Time,undefined,undefined,undefined,Hub Time(HH:MM),RTTS Ticket Create Date,Severity Change Remarks
"TT00709416","1000126","ZRI511","ST(PG)","Metro","Classic","ZRI511","Grid","Central","Riyadh City","Ericsson-PV","Urban","Ericsson","STC","","Acu Fault (Itc)","General","","","26-Jan-2026 19:14","26-Jan-2026 19:16","26-Jan-2026 19:14:00","Super Admin  - 9898976789(superadmin)","STC","","3rd Escalation ","Parent","","","26-Jan-2026 19:14:00","","00:02:45","0","STC-Yes      ","Yes","04:57:15      ","04:57:15","","Standard","Resolved","Critical","Assignment","10","26-Jan-2026 19:15:07","30","26-Jan-2026 19:15:07","Access-Module/Cable","GE/FE-Module/cable Faulty","Test","","Resolved","","","Incident","Manual","00:02:45","1","","","","","24.82654","46.66012","","","","value","value","1000125value","Action Taken","Metro","","1","","","","","Outage","26-Jan-2026 19:12","","","","","","","","","","","","","","","","Access PtMP","AP has gone down(Sector is down)","Cable damaged by Fire","","","","","","","","","00:02","","","P0","","","","","","00.05","","",
"TT00709668","1000002","Udhailiyah-GOSP12","ST(PG)","Remote,Metro","Classic","ZRY336","Hybrid","Central","Riyadh City","Ericsson-PV","Urban","Ericsson","STC","","Stc Rtts","AC Meter","","","23-May-2023 14:21","","02-Feb-2026 15:54:28","RTTS","STC","","TWL_South ","Parent","","","02-Feb-2026 15:54:28","","987 Day(s) 22:24:00","23710","-      ","","      ","","","Standard","Referred","Low","Assignment","","","","","","","","","","","","RTTS Ticket","Integration","00:00:00","0","","","","","24.7202","46.6569","","","","","","","","Metro","","1","","","RTTS920","Tawal Test Ticket_011","Degraded","23-MAY-2023 14:21:11","FTTH","","","1","1","11","1","1001","112","Service Desk","TWL_SREriE&M","","","","ZRY336","","","","","MOBILE","","","","","","","","","","P1","","","","","","","11-Sep-2024 14:32:06","",
"TT00709748","1000002","Udhailiyah-GOSP12","ST(PG)","Remote,Metro","Classic","ZRY336","Hybrid","Central","Riyadh City","Ericsson-PV","Urban","Ericsson","STC","","Stc Rtts","AC Meter","","","03-Feb-2026 14:09","","03-Feb-2026 16:41:26","RTTS","STC","","TWL_South ","Parent","","","03-Feb-2026 16:41:27","","22:36:01","23","-      ","","      ","","","Standard","Referred","Low","Assignment","","","","","","","","","","","","RTTS Ticket","Integration","00:00:00","0","","","","","24.7202","46.6569","","","","","","","","Metro","","1","","","RTTS769","Tawal Test Ticket_011","Degraded","03-FEB-2026 14:09:50","FTTH","","","1","1","11","1","1001","112","Service Desk","TWL_SREriE&M","","","","ZRY336","","","","","MOBILE","","","","","","","","","","P1","","","","","","","11-Sep-2024 14:32:06","",
"TT00709007","1005614","ZMC781","ST(PG)","Metro,VIP Remote","Titanium","ZMC781","Grid","West","Taif","Nokia-PV","Rural","Ericsson","Golden Latis Investment,STC","","Acu Fault (Operator6)","General","","","12-Dec-2025 16:11","","12-Dec-2025 16:11:10","Super Admin  - 9898976789(superadmin)","STC","","2nd Escalation ","Parent","","","12-Dec-2025 16:11:10","","53 Day(s) 20:34:01","1293","STC-No      ","No","-53 Day(s) 15:34:00      ","-53 Day(s) 15:34:00","","Standard","Assign","Critical","First Escalation","","","","","","","","","","","","Incident","Manual","53 Day(s) 20:34:01","1","","","","","21.64878","40.38609","","","","","","","","VIP Remote","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709122","1000057","ZWJ022","ST(PG)","Metro","Classic","ZWJ022","Grid","West","Tabuk","Ericsson-PV","SubUrban","Huawei","STC","","Fire Alarm","General","30-Dec-2025 00:00:00","","30-Dec-2025 00:00","","30-Dec-2025 15:53:45","Super Admin  - 9898976789(superadmin)","STC","","Field User super admin ","Child","","9898976789","30-Dec-2025 15:53:47","","36 Day(s) 12:45:01","877","STC-No      ","No","-36 Day(s) 07:45:00      ","-36 Day(s) 07:45:00","Open","Standard","Assign","Critical","Third Escalation","","","","","","","","","","Alarm Detail From Bulk Upload","Problem Description From Bulk Upload","Incident","Manual","36 Day(s) 12:45:01","1","","","","","26.26056","36.44891","","","","","","","","Metro","TT00709124","1","HSID1","","","","Degraded","30-Dec-2025 00:00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709217","1000057","ZWJ022","ST(PG)","Metro","Classic","ZWJ022","Grid","West","Tabuk","Ericsson-PV","SubUrban","Huawei","STC","","Air Condition 2 Fault","General","13-Jan-2026 14:34:00","","13-Jan-2026 14:34","","13-Jan-2026 14:38:51","Super Admin  - 9898976789(superadmin)","STC","","TWL-EM-EAST JAMAL UDDIN SHAHAJ","Parent","","530304981","22-Jan-2026 12:15:25","","21 Day(s) 22:11:01","526","STC-No      ","","-21 Day(s) 22:03:00      ","","Open","Standard","Assign","High","Second Escalation","","","","","","","","","Remarks added","Alarm Detail From Bulk Upload","Problem Description From Bulk Upload","Incident","Manual","21 Day(s) 22:11:01","1","","","","","26.26056","36.44891","","","","","","","","Metro","","1","HSID1","","","","Degraded","13-Jan-2026 14:34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709277","1000642","ZBG007","ST(PG)","Remote","Golden","ZBG007","Grid","South","Asir","Nokia-PV","SubUrban","Ericsson","","","Door Alarm","General","03-Jul-2021 03:21:40","","03-Jul-2021 03:21","","21-Jan-2026 16:34:43","System","STC","","TWL-EM-SOUTH Hamada Sobhy Mohamed Habib","Parent","","537712218","21-Jan-2026 16:34:43","","1677 Day(s) 09:23:21","40257","STC-No      ","No","-1677 Day(s) 02:23:20      ","-1677 Day(s) 02:23:20","Closed","Standard","Assign","Critical","Third Escalation","","","","","","","","","","Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm","","Incident","Auto","1677 Day(s) 09:23:21","1","","","","","18.95431","41.94457","","","","","","","","Remote","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709350","1000905","ZJZ297","ST(PG)","Remote","Classic","ZJZ297","Grid","South","Jizan","Ericsson-PV","Rural","Huawei","STC","","Acu Fault (Itc)","General","","","22-Jan-2026 14:47","","22-Jan-2026 14:47:39","Super Admin  - 9898976789(superadmin)","STC","","3rd Escalation ","Parent","","","22-Jan-2026 14:47:39","","12 Day(s) 21:58:01","310","STC-No      ","No","-12 Day(s) 14:58:00      ","-12 Day(s) 14:58:00","","Standard","Assign","Critical","Third Escalation","10","22-Jan-2026 16:03:16","30","22-Jan-2026 16:03:16","","","","","reassigned","","","Incident","Manual","12 Day(s) 21:58:01","1","","","","","17.41563","42.98187","","","","","","","","Remote","","1","","","","","Outage","22-Jan-2026 14:46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709669","1000002","Udhailiyah-GOSP12","ST(PG)","Metro,Remote","Classic","ZRY336","Hybrid","Central","Riyadh City","Ericsson-PV","Urban","Ericsson","STC","","Stc Rtts","AC Meter","","","23-May-2023 14:21","","02-Feb-2026 16:22:13","RTTS","STC","","TWL_South ","Parent","","","02-Feb-2026 16:22:13","","987 Day(s) 22:24:00","23710","-      ","","      ","","","Standard","Referred","Low","Assignment","","","","","","","","","","","","RTTS Ticket","Integration","00:00:00","0","","","","","24.7202","46.6569","","","","","","","","Metro","","1","","","RTTS921","Tawal Test Ticket_011","Degraded","23-MAY-2023 14:21:11","FTTH","","","1","1","11","1","1001","112","Service Desk","TWL_SREriE&M","","","","ZRY336","","","","","MOBILE","","","","","","","","","","P1","","","","","","","11-Sep-2024 14:32:06","",
"TT00709747","1000002","Udhailiyah-GOSP12","ST(PG)","Metro,Remote","Classic","ZRY336","Hybrid","Central","Riyadh City","Ericsson-PV","Urban","Ericsson","STC","","Stc Rtts","AC Meter","","","03-Feb-2026 14:06","","03-Feb-2026 16:37:52","RTTS","STC","","TWL_South ","Parent","","","03-Feb-2026 16:37:53","","22:39:01","23","-      ","","      ","","","Standard","Referred","Low","Assignment","","","","","","","","","","","","RTTS Ticket","Integration","00:00:00","0","","","","","24.7202","46.6569","","","","","","","","Metro","","1","","","RTTS378","Tawal Test Ticket_011","Degraded","03-FEB-2026 14:06:17","FTTH","","","1","1","11","1","1001","112","Service Desk","TWL_SREriE&M","","","","ZRY336","","","","","MOBILE","","","","","","","","","","P1","","","","","","","11-Sep-2024 14:32:06","",
"TT00709129","1000061","ZRH326","ST(PG)","Metro","Classic","ZRH326","Grid","Central","Riyadh City","Ericsson-PV","Urban","Ericsson","STC","","Generator 2 Running","General","30-Dec-2025 00:00:00","","30-Dec-2025 00:00","","30-Dec-2025 15:53:55","Super Admin  - 9898976789(superadmin)","STC","","Field User super admin ","Parent","","9898976789","30-Dec-2025 15:53:55","","36 Day(s) 12:45:01","877","STC-No      ","No","-34 Day(s) 12:45:00      ","-34 Day(s) 12:45:00","Open","Standard","Assign","Low","First Escalation","","","","","","","","","Remarks added","Alarm Detail From Bulk Upload","Problem Description From Bulk Upload","Incident","Manual","36 Day(s) 12:45:01","1","","","","","24.83019","46.61076","","","","","","","","Metro","","1","HSID1","","","","No","30-Dec-2025 00:00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P1","","","","","","","","",
"TT00709185","1000034","ZND881","ST(PG)","Metro","Classic","ZND881","Grid","East","Dammam","Huawei-PV","Urban","Ericsson","STC","","Acu Fault (Itc)","General","","","12-Jan-2026 11:41","","12-Jan-2026 11:41:27","Super Admin  - 9898976789(superadmin)","STC","","3rd Escalation ","Parent","","","12-Jan-2026 11:41:27","","23 Day(s) 01:04:01","553","STC-No      ","No","-22 Day(s) 20:04:00      ","-22 Day(s) 20:04:00","","Standard","Assign","Critical","Third Escalation","","","","","","","","","","","","Incident","Manual","23 Day(s) 01:04:01","1","","","","","26.52977","50.02298","","","","","","","","Metro","","1","","","","","Outage","12-Jan-2026 11:39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709226","1000057","ZWJ022","ST(PG)","Metro","Classic","ZWJ022","Grid","West","Tabuk","Ericsson-PV","SubUrban","Huawei","STC","","Air Condition 1 Fault","General","30-Dec-2025 00:00:00","","30-Dec-2025 00:00","","15-Jan-2026 10:34:04","Super Admin  - 9898976789(superadmin)","STC","","Field User super admin ","Parent","","9898976789","15-Jan-2026 10:34:04","","36 Day(s) 12:45:01","877","STC-No      ","","-36 Day(s) 12:37:00      ","","Open","Standard","Assign","High","Second Escalation","","","","","","","","","Remarks added","Alarm Detail From Bulk Upload","Problem Description From Bulk Upload","Incident","Manual","36 Day(s) 12:45:01","1","","","","","26.26056","36.44891","","","","","","","","Metro","","1","HSID1","","","","Outage","30-Dec-2025 00:00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709302","1012750","ZTFA021","ST,SM(PG)","Unknown,Metro","Classic","ZTFA021","Grid","West","Taif","Nokia-PV","Urban","Ericsson","","","Door Alarm","General","03-Jul-2021 12:34:27","","03-Jul-2021 12:34","","21-Jan-2026 16:34:49","System","STC,Salam","","TWL-EM-WEST Velmurugan Sundaram","Parent","","509845430","21-Jan-2026 16:34:49","","1677 Day(s) 00:10:34","40248","STC-No      ","No","-1676 Day(s) 19:10:33      ","-1676 Day(s) 19:10:33","Closed","Standard","Assign","Critical","Third Escalation","","","","","","","","","","Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm","","Incident","Auto","1677 Day(s) 00:10:34","1","","","","","21.27264","40.42402","","","","","","","","Metro","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709370","1000905","ZJZ297","ST(PG)","Remote","Classic","ZJZ297","Grid","South","Jizan","Ericsson-PV","Rural","Huawei","STC","","Acu Fault (Itc)","General","","","22-Jan-2026 16:55","","22-Jan-2026 16:55:26","Super Admin  - 9898976789(superadmin)","STC","","3rd Escalation ","Parent","","","22-Jan-2026 16:55:26","","12 Day(s) 19:50:01","308","STC-No      ","No","-12 Day(s) 12:50:00      ","-12 Day(s) 12:50:00","","Standard","Assign","Critical","Third Escalation","10","22-Jan-2026 16:55:58","30","22-Jan-2026 16:55:58","","","","","reassigned","","","Incident","Manual","12 Day(s) 19:50:01","1","","","","","17.41563","42.98187","","","","","","","","Remote","","1","","","","","Outage","22-Jan-2026 16:53","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709380","1000008","ZNJ637","ST(PG)","Metro","Classic","ZNJ637","Grid","West","Jeddah","Ericsson-PV","Urban","Ericsson","","","Fire Alarm","General","23-Jan-2026 11:16:51","","23-Jan-2026 11:16","","23-Jan-2026 11:22:01","System","STC","","TWL-EM-WEST Rodneey Alunan Ledesma","Parent","","507381659","23-Jan-2026 11:22:01","","12 Day(s) 01:28:10","289","STC-No      ","No","-11 Day(s) 20:28:09      ","-11 Day(s) 20:28:09","Closed","Standard","Assign","Critical","Third Escalation","","","","","","","","","","Fire Alarm","","Incident","Auto","12 Day(s) 01:28:10","1","","","","","21.50147","39.27624","","","","","","","","Metro","","1","","1","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709545","1000058","ZRI920","ST(PG)","Metro","Classic","ZRI920","Grid","Central","Riyadh City","Ericsson-PV","Urban","Ericsson","STC","","Fire Alarm","General","13-Jan-2026 10:34:00","","13-Jan-2026 10:34","","29-Jan-2026 16:10:34","Super Admin  - 9898976789(superadmin)","STC","","Field User super admin ","Parent","","9898976789","29-Jan-2026 16:10:34","","22 Day(s) 02:11:01","530","STC-No      ","No","-21 Day(s) 21:11:00      ","-21 Day(s) 21:11:00","Open","Standard","Assign","Critical","Assignment","","","","","","","","","","Alarm Detail From Bulk Upload","Problem Description From Bulk Upload","Incident","Manual","22 Day(s) 02:11:01","1","","","","","24.83845","46.78868","","","","","","","","Metro","","1","HSID1","","","","Degraded","13-Jan-2026 10:34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709651","1000057","Udhailiyah-GOSP12","ST(PG)","Metro","Classic","ZWJ022","Grid","West","Tabuk","Ericsson-PV","SubUrban","Huawei","STC","","Stc Rtts","AC Meter","","","26-Aug-2025 04:15","","02-Feb-2026 12:55:08","RTTS","STC","","TWL_South ","Parent","","","02-Feb-2026 12:55:09","","162 Day(s) 08:30:01","3897","-      ","","      ","","","Standard","Referred","Critical","Assignment","","","","","","","","","","","","RTTS Ticket","Integration","00:00:00","0","","","","","26.26056","36.44891","","","","","","","","Metro","","1","","","RTTS914","Tawal Test Ticket_011","Degraded","26-AUG-2025 04:15:45","FTTH","","","1","1","11","1","1001","112","Service Desk","TWL_SREriE&M","","","","ZWJ022","","","","","MOBILE","","","","","","","","","","P0","","","","","","","11-Sep-2024 14:32:06","",
"TT00709804","1000191","Z51005","ST","Major Remote","Classic","Z51005","Dual Generator","East","Jouf","Huawei-PV","Rural","Ericsson","STC","","Fire Alarm","General","13-Jan-2026 11:39:00","","13-Jan-2026 11:39","","04-Feb-2026 11:01:51","Super Admin  - 9898976789(superadmin)","STC","","Field User super admin ","Parent","","9898976789","04-Feb-2026 11:01:52","","22 Day(s) 01:06:01","529","STC-No      ","No","-21 Day(s) 20:06:00      ","-21 Day(s) 20:06:00","Open","Standard","Assign","Critical","Assignment","","","","","","","","","","Alarm Detail From Bulk Upload","Problem Description From Bulk Upload","Incident","Manual","22 Day(s) 01:06:01","1","","","","","30.0086","39.159142","","","","","","","","Major Remote","","1","HSID1","","","","Degraded","13-Jan-2026 10:34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00708857","1000100","Udhailiyah-GOSP12","ST","VIP Metro","Titanium","ZDB074","Hybrid","West","Tabuk","Ericsson-PV","Rural","Huawei","STC","","Stc Rtts","AC Meter","","","26-Aug-2025 04:15","","09-Dec-2025 15:47:59","RTTS","STC","","TWL_South ","Parent","","","09-Dec-2025 15:47:59","","162 Day(s) 08:30:01","3897","-      ","","      ","","","Standard","Referred","Critical","Third Escalation","","","","","","","","","","","","RTTS Ticket","Integration","00:00:00","0","","","","","27.96396","35.25265","","","","","","","","VIP Metro","","1","","","RTTS998","Tawal Test Ticket_011","Degraded","26-AUG-2025 04:15:45","FTTH","","","1","1","11","1","1001","112","Service Desk","TWL_SREriE&M","","","","ZDB074","","","","","MOBILE","","","","","","","","","","P0","","","","","","","11-Sep-2024 14:32:06","",
"TT00708970","1000028","PBH010","ST(PG)","Metro","Classic","PBH010","Grid","South","Bahah","Ericsson-PV","Urban","Nokia","","","Door Alarm(Hajj)","General","11-Dec-2025 20:35:54","11-Dec-2025 20:38:44","11-Dec-2025 20:35","11-Dec-2025 20:38","11-Dec-2025 20:36:04","System","STC","","TWL-EM-SOUTH Elsaeed Fekry Mohammed","Parent","","543527480","11-Dec-2025 20:36:04","System","00:02:50","0","STC-Yes      ","Yes","04:57:10      ","04:57:10","Closed","Standard","Assign","Critical","First Escalation","","","","","","","","","","Door Alarm(Hajj)","","Incident","Auto","00:02:50","1","","","","","20.02137","41.4589","","","","","","","","Metro","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","00:04","","","P0","","","","","","","","",
"TT00709250","1000011","ZJZ296","ST(PG)","Remote","Classic","ZJZ296","Hybrid","South","Jizan","Ericsson-PV","Rural","Huawei","STC","","Door Alarm","General","21-Jan-2026 14:22:00","21-Jan-2026 14:24:50","21-Jan-2026 14:22","21-Jan-2026 14:24","21-Jan-2026 14:22:38","Super Admin  - 9898976789(superadmin)","STC","21-Jan-2026 14:24:50","1st Escalation ","Parent","","","21-Jan-2026 14:22:38","Super Admin  - 9898976789(superadmin)","00:02:50","0","STC-Yes      ","Yes","06:57:10      ","06:57:10","Closed","Standard","Closed","Critical","First Escalation","","","","","Access-IT-Management","Aggregator HW issue","na","","na","","","Incident","Manual","00:02:50","1","","","","","17.43723","42.96968","","","","5","5","4","Action Taken","Remote","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","00.05","","",
"TT00709272","1000642","ZBG007","ST(PG)","Remote","Golden","ZBG007","Grid","South","Asir","Nokia-PV","SubUrban","Ericsson","","","Door Alarm","General","03-Jul-2021 03:03:49","","03-Jul-2021 03:03","","21-Jan-2026 16:34:42","System","STC","","TWL-EM-SOUTH Hamada Sobhy Mohamed Habib","Parent","","537712218","21-Jan-2026 16:34:42","","1677 Day(s) 09:41:12","40258","STC-No      ","No","-1677 Day(s) 02:41:11      ","-1677 Day(s) 02:41:11","Closed","Standard","Assign","Critical","Third Escalation","","","","","","","","","","Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm","","Incident","Auto","1677 Day(s) 09:41:12","1","","","","","18.95431","41.94457","","","","","","","","Remote","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709288","1007978","ZMC961","ST","Remote","Golden","ZMC961","Dual Generator","West","Makkah","Nokia-PV","Rural","Ericsson","","","Door Alarm","General","03-Jul-2021 08:37:16","","03-Jul-2021 08:37","","21-Jan-2026 16:34:45","System","STC","","TWL-EM-WEST Rishiin Kallar Ramachandran","Parent","","550976825","21-Jan-2026 16:34:45","","1677 Day(s) 04:07:45","40252","STC-No      ","No","-1676 Day(s) 21:07:44      ","-1676 Day(s) 21:07:44","Closed","Standard","Assign","Critical","Third Escalation","","","","","","","","","","Door Alarm","","Incident","Auto","1677 Day(s) 04:07:45","1","","","","","21.84251","39.46966","","","","","","","","Remote","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709300","1011494","ZKH833","ST(PG)","Metro","Classic","ZKH833","Grid","South","Asir","Nokia-PV","Urban","Ericsson","","","Door Alarm","General","03-Jul-2021 12:31:01","","03-Jul-2021 12:31","","21-Jan-2026 16:34:49","System","STC","","TWL-EM-SOUTH ","Parent","","","21-Jan-2026 16:34:49","","1677 Day(s) 00:14:00","40248","STC-No      ","No","-1676 Day(s) 19:13:59      ","-1676 Day(s) 19:13:59","Closed","Standard","Assign","Critical","Third Escalation","","","","","","","","","","Door Alarm","","Incident","Auto","1677 Day(s) 00:14:00","1","","","","","18.30686","42.69175","","","","","","","","Metro","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709429","1000136","Z79020","ST,ZN,MB,BR","Unknown,Remote","Classic","Z79020","Single Generator","West","Madinah","Nokia-PV","Rural","Ericsson","Bravo,Mobily,STC,Zain","","Acu Fault (Itc)","General","","","27-Jan-2026 11:42","","27-Jan-2026 11:42:38","Super Admin  - 9898976789(superadmin)","Bravo,Mobily,STC,Zain","","3rd Escalation ","Parent","","","27-Jan-2026 11:42:38","","8 Day(s) 01:03:00","193","STC-No      ","No","-7 Day(s) 18:03:00      ","-7 Day(s) 18:03:00","","Standard","Assign","Critical","First Escalation","","","","","","","","","","","","Incident","Manual","8 Day(s) 01:03:00","1","","","","","23.8819","39.0237","","","","","","","","Remote","","1","","","","","Outage","27-Jan-2026 11:41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709704","1000002","Udhailiyah-GOSP12","ST(PG)","Remote,Metro","Classic","ZRY336","Hybrid","Central","Riyadh City","Ericsson-PV","Urban","Ericsson","STC","","Stc Rtts","AC Meter","","","03-Feb-2026 10:43","","03-Feb-2026 13:14:47","RTTS","STC","","TWL_South ","Parent","","","03-Feb-2026 13:14:47","","1 Day(s) 02:02:01","26","-      ","","      ","","","Standard","Referred","Low","Assignment","","","","","","","","","","","","RTTS Ticket","Integration","00:00:00","0","","","","","24.7202","46.6569","","","","","","","","Metro","","1","","","RTTS219","Tawal Test Ticket_011","Degraded","03-FEB-2026 10:43:13","FTTH","","","1","1","11","1","1001","112","Service Desk","TWL_SREriE&M","","","","ZRY336","","","","","MOBILE","","","","","","","","","","P1","","","","","","","11-Sep-2024 14:32:06","",
"TT00709707","1000002","Udhailiyah-GOSP12","ST(PG)","Remote,Metro","Classic","ZRY336","Hybrid","Central","Riyadh City","Ericsson-PV","Urban","Ericsson","STC","","Stc Rtts","AC Meter","","","03-Feb-2026 11:24","03-Feb-2026 14:14","03-Feb-2026 13:55:00","RTTS","STC","03-Feb-2026 14:14:47","TWL_South super admin ","Parent","","9898976789","03-Feb-2026 14:08:46","RTTS","02:50:00","3","-      ","","      ","","","Standard","Closed","Low","Assignment","","","","","Access-Module/Cable","GE/FE-Module/cable Faulty","Test","","1111","","","RTTS Ticket","Integration","00:00:00","0","","","","","24.7202","46.6569","","","","value","value","value","Action Taken","Metro","","1","","","RTTS577","Tawal Test Ticket_011","Degraded","03-FEB-2026 11:24:13","FTTH","","","1","1","11","1","1001","112","TWL_SREriE&M","TWL_SREriE&M","TWL_SREriE&M","","Final","ZRY336","Access PtMP","AP has gone down(Sector is down)","Cable damaged by Fire","","MOBILE","","aa","03-Feb-2026 14:13:48","00:18","00:00","00:00","00:18","","","P1","","","Restoration","4.62",".9","02.83","11-Sep-2024 14:32:06","",
"TT00709728","1000002","Udhailiyah-GOSP12","ST(PG)","Remote,Metro","Classic","ZRY336","Hybrid","Central","Riyadh City","Ericsson-PV","Urban","Ericsson","STC","","Stc Rtts","AC Meter","","","03-Feb-2026 12:43","","03-Feb-2026 15:14:51","RTTS","STC","","TWL_South ","Parent","","","03-Feb-2026 15:14:51","","1 Day(s) 00:02:00","24","-      ","","      ","","","Standard","Referred","Low","Assignment","","","","","","","","","","","","RTTS Ticket","Integration","00:00:00","0","","","","","24.7202","46.6569","","","","","","","","Metro","","1","","","RTTS891","Tawal Test Ticket_011","Degraded","03-FEB-2026 12:43:18","FTTH","","","1","1","11","1","1001","112","Service Desk","TWL_SREriE&M","","","","ZRY336","","","","","MOBILE","","","","","","","","","","P1","","","","","","","11-Sep-2024 14:32:06","",
"TT00709784","1000002","Udhailiyah-GOSP12","ST(PG)","Remote,Metro","Classic","ZRY336","Hybrid","Central","Riyadh City","Ericsson-PV","Urban","Ericsson","STC","","Stc Rtts","AC Meter","","","04-Feb-2026 07:48","","04-Feb-2026 10:20:34","RTTS","STC","","TWL_South ","Parent","","","04-Feb-2026 10:20:37","","04:57:01","5","-      ","","      ","","","Standard","Referred","Low","Assignment","","","","","","","","","","","","RTTS Ticket","Integration","00:00:00","0","","","","","24.7202","46.6569","","","","","","","","Metro","","1","","","RTTS264","Tawal Test Ticket_011","Degraded","04-FEB-2026 07:48:59","FTTH","","","1","1","11","1","1001","112","Service Desk","TWL_SREriE&M","","","","ZRY336","","","","","MOBILE","","","","","","","","","","P1","","","","","","","11-Sep-2024 14:32:06","",
"TT00708939","1005592","ZAB907","ST(PG)","Metro","Titanium","ZAB907","Grid","South","Asir","Ericsson-PV","Urban","Ericsson","","","Low Voltage[Hajj]","AC Meter","11-Dec-2025 12:38:28","","11-Dec-2025 12:38","","11-Dec-2025 15:03:07","System","STC","","TWL-EM-SOUTH Hesham Abdelrady Eissa","Parent","","567912898","11-Dec-2025 15:03:07","","55 Day(s) 00:06:33","1320","STC-No      ","No","-54 Day(s) 19:06:32      ","-54 Day(s) 19:06:32","Open","Standard","Assign","Critical","Third Escalation","","","","","","","","","","Low Voltage[Hajj]","Low Voltage[Hajj]","Incident","Auto","55 Day(s) 00:06:33","1","","","","","18.23132","42.50631","","","","","","","","Metro","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
